MIP_USER_ID,DTS_REQUEST_ID,INPUT_TYPE,FILE_SIZE,RECORD_COUNT,STARTTIME,ACTUALSTARTTIME,ENDTIME,PROCESSINGTIME,OVERALLTIME,TIMEINRECEIVED,TIMEINTRANSFORMED,TIMEINSUBMITTED,TIMEFORRECEIVEDWORK,TIMEFORTRANSFORMWORK,TIMEFORSUBMITWORK,RECEIVETOTRANSFORMTIME,TRANSFORMTOSUBMITTIME
5000004434,5073967844,30,41892,6578,4/17/2016 5:46,4/17/2016 5:46,4/17/2016 5:52,5.183333333,5.183333333,0.85,0.35,3.666666667,0.85,0.35,0.283333333,0.266666667,0.033333333
5000004648,5074019150,30,865,5,4/17/2016 13:36,4/17/2016 13:38,4/17/2016 13:41,2.2,4.916666667,2.766666667,0.083333333,1.283333333,0.05,0.083333333,0.033333333,0.216666667,0.4
5000003941,5074079926,1,5134,9,4/17/2016 22:51,4/17/2016 22:51,4/17/2016 22:54,2.866666667,2.866666667,0.033333333,0.166666667,1.883333333,0.033333333,0.166666667,0.016666667,0.5,0.2
5000003940,5074017822,1,952135,3188,4/17/2016 13:22,4/17/2016 13:27,4/17/2016 13:34,6.383333333,11.55,5.733333333,0.266666667,3.666666667,0.566666667,0.266666667,0.116666667,1.266666667,0.3
5000008360,5074021094,30,246485,34260,4/17/2016 13:53,4/17/2016 16:21,4/17/2016 16:49,27.28333333,175.85,151.75,1.75,21.76666667,3.183333333,1.75,11.46666667,0.283333333,0.066666667
5000004548,5074053919,30,2513,211,4/17/2016 18:56,4/17/2016 18:56,4/17/2016 19:00,4.433333333,4.433333333,0.083333333,0.116666667,2.55,0.083333333,0.116666667,0.05,1.166666667,0.45
5000003236,5073950552,2,1685,114,4/17/2016 3:10,4/17/2016 3:10,4/17/2016 3:11,1.516666667,1.516666667,0.05,0.116666667,1.15,0.05,0.116666667,0.083333333,0.066666667,0.016666667
5000183590,5073986918,1,2019,2,4/17/2016 8:40,4/17/2016 8:40,4/17/2016 8:42,2.016666667,2.016666667,0.05,0.083333333,1.716666667,0.05,0.083333333,0.016666667,0,0.05
5000003237,5074044533,2,492,23,4/17/2016 17:30,4/17/2016 17:30,4/17/2016 17:36,5.366666667,5.366666667,0.033333333,0.1,4.616666667,0.033333333,0.1,0.033333333,0.533333333,0.033333333
5000003942,5073992531,1,12027,42,4/17/2016 9:32,4/17/2016 9:32,4/17/2016 9:36,4.666666667,4.666666667,0.033333333,0.083333333,3.633333333,0.033333333,0.083333333,0.033333333,0.283333333,0.183333333
5000002831,5073978574,2,6459,469,4/17/2016 7:26,4/17/2016 7:26,4/17/2016 7:28,2.666666667,2.666666667,0.083333333,0.866666667,1.416666667,0.083333333,0.866666667,0.05,0.1,0
5000183534,5074036264,1,9347,40,4/17/2016 16:13,4/17/2016 16:13,4/17/2016 16:28,14.36666667,14.36666667,0.066666667,0.083333333,1.766666667,0.066666667,0.083333333,0.066666667,12.28333333,0.033333333
5000000510,5073938767,2,2669,129,4/17/2016 1:19,4/17/2016 1:19,4/17/2016 1:22,3.366666667,3.366666667,0.05,0.1,1.733333333,0.05,0.1,0.066666667,0.95,0.5
5000002959,5073937113,3,1390,45,4/17/2016 1:06,4/17/2016 1:22,4/17/2016 1:24,2.066666667,17.86666667,15.81666667,0.033333333,0.016666667,0.016666667,0.033333333,0.016666667,1.45,0.116666667
5000004046,5074076155,1,1245,1,4/17/2016 22:15,4/17/2016 22:15,4/17/2016 22:19,3.366666667,3.366666667,0.05,0.083333333,2.266666667,0.05,0.083333333,0.033333333,0.583333333,0.083333333
5000002935,5073986051,1,11846,48,4/17/2016 8:33,4/17/2016 8:33,4/17/2016 8:37,4.033333333,4.033333333,0.05,0.083333333,3.45,0.05,0.083333333,0.033333333,0.366666667,0
5000184098,5074084917,30,424,2,4/17/2016 23:38,4/17/2016 23:44,4/17/2016 23:45,1.9,7.4,5.55,0.083333333,0.016666667,0.05,0.083333333,0.016666667,0.833333333,0.75
5000004249,5073951224,2,313,2,4/17/2016 3:15,4/17/2016 3:15,4/17/2016 3:18,2.966666667,2.966666667,0.05,0.083333333,1.8,0.05,0.083333333,0.033333333,0.633333333,0.383333333
5000003942,5074086570,1,10599,28,4/17/2016 23:51,4/17/2016 23:51,4/17/2016 23:54,2.95,2.95,0.033333333,0.1,2.416666667,0.033333333,0.1,0.033333333,0.266666667,0
5000002711,5073945310,1,2822428,8606,4/17/2016 2:20,4/17/2016 2:20,4/17/2016 2:27,6.716666667,6.716666667,1.6,0.3,4.133333333,1.6,0.3,0.283333333,0.316666667,-0.016666667
5000183408,5074049976,2,327,1,4/17/2016 18:17,4/17/2016 18:17,4/17/2016 18:20,2.9,2.9,0.033333333,0.083333333,1.433333333,0.033333333,0.083333333,0.016666667,1.183333333,0
5000000205,5074049053,1,6067732,35204,4/17/2016 18:10,4/17/2016 18:10,4/17/2016 18:33,22.36666667,22.36666667,11.16666667,0.7,10.01666667,11.16666667,0.7,0.683333333,0.233333333,0.016666667
5000002959,5073989963,3,5061,97,4/17/2016 9:08,4/17/2016 9:16,4/17/2016 9:17,1.1,9.533333333,8.45,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.633333333,0.166666667
5000008484,5074020772,1,921807,2654,4/17/2016 13:49,4/17/2016 14:26,4/17/2016 14:36,10.16666667,46.6,36.7,0.283333333,8.216666667,0.266666667,0.283333333,0.1,1.283333333,0.083333333
5000180250,5074082631,1,41685,0,4/17/2016 23:15,4/17/2016 23:53,4/17/2016 23:55,1.133333333,39.26666667,38.2,0.016666667,0.033333333,0.066666667,0.016666667,0.033333333,0.25,0.75
5000007351,5073965429,30,1115,75,4/17/2016 5:26,4/17/2016 5:26,4/17/2016 5:31,4.383333333,4.383333333,0.066666667,0.1,2.683333333,0.066666667,0.1,0.05,1.366666667,0.05
5000000109,5073971756,1,546042,1278,4/17/2016 6:24,4/17/2016 6:24,4/17/2016 6:26,2.516666667,2.516666667,0.266666667,0.133333333,1.75,0.266666667,0.133333333,0.083333333,0.216666667,0.133333333
5000180552,5073972844,2,2302,137,4/17/2016 6:35,4/17/2016 6:35,4/17/2016 6:39,3.216666667,3.216666667,0.05,0.283333333,1.883333333,0.05,0.283333333,0.183333333,0.433333333,0.016666667
5000181038,5074027825,2,284,0,4/17/2016 14:57,4/17/2016 14:57,4/17/2016 14:58,1.316666667,1.316666667,0.066666667,0.016666667,0.016666667,0.066666667,0.016666667,0.016666667,1.083333333,0.016666667
5000002830,5074002483,1,1511200,1394,4/17/2016 11:02,4/17/2016 11:02,4/17/2016 11:06,4.166666667,4.166666667,0.266666667,0.183333333,2.8,0.266666667,0.183333333,0.083333333,0.216666667,0.05
5000002605,5074030692,1,29560,82,4/17/2016 15:22,4/17/2016 15:22,4/17/2016 15:26,4.15,4.15,0.05,0.15,2.783333333,0.05,0.15,0.033333333,1.15,0
5000180552,5074081357,2,3463,232,4/17/2016 23:05,4/17/2016 23:05,4/17/2016 23:10,4.916666667,4.916666667,0.066666667,0.183333333,2.666666667,0.066666667,0.183333333,0.183333333,1.65,0.316666667
5000007268,5074050935,1,152420,515,4/17/2016 18:28,4/17/2016 18:28,4/17/2016 18:30,1.85,1.85,0.116666667,0.183333333,1.366666667,0.116666667,0.183333333,0.066666667,-0.016666667,0.05
5000002830,5073947463,1,1510293,1394,4/17/2016 2:41,4/17/2016 2:41,4/17/2016 2:46,4.433333333,4.433333333,0.266666667,0.133333333,2.816666667,0.266666667,0.133333333,0.083333333,0.95,0.083333333
5000002931,5074047659,30,434,2,4/17/2016 18:01,4/17/2016 18:01,4/17/2016 18:04,3.6,3.6,0.033333333,0.15,1.05,0.033333333,0.15,0.033333333,1.733333333,0.183333333
5000002933,5073962114,2,9351,830,4/17/2016 4:56,4/17/2016 4:56,4/17/2016 5:00,3.85,3.85,0.116666667,0.166666667,2.35,0.116666667,0.166666667,0.066666667,0.65,0.066666667
5000181038,5073932972,2,537,7,4/17/2016 0:28,4/17/2016 0:36,4/17/2016 0:39,3,11.8,8.866666667,0.083333333,1.233333333,0.066666667,0.083333333,0.033333333,0.616666667,0.1
5000182643,5074037537,1,9392,26,4/17/2016 16:27,4/17/2016 16:27,4/17/2016 16:29,1.633333333,1.633333333,0.066666667,0.1,1.216666667,0.066666667,0.1,0.033333333,0.133333333,0.066666667
5000004873,5073985124,1,73592,101,4/17/2016 8:24,4/17/2016 8:24,4/17/2016 8:27,3.95,3.95,0.066666667,0.083333333,3.25,0.066666667,0.083333333,0.066666667,0.216666667,0.166666667
5000184018,5074045383,1,4347,4,4/17/2016 17:38,4/17/2016 17:38,4/17/2016 17:39,1.466666667,1.466666667,0.05,0.016666667,0.016666667,0.05,0.016666667,0.016666667,1.116666667,0.233333333
5000002830,5073945362,2,9409,1396,4/17/2016 2:21,4/17/2016 2:25,4/17/2016 2:31,6.1,10.48333333,4.533333333,1.35,3.933333333,0.15,1.35,0.05,0.566666667,0.033333333
5000002933,5074083690,2,727,28,4/17/2016 23:26,4/17/2016 23:26,4/17/2016 23:29,2.95,2.95,0.05,0.083333333,2.6,0.05,0.083333333,0.016666667,0.083333333,0
5000004848,5074029809,2,17121,989,4/17/2016 15:13,4/17/2016 15:13,4/17/2016 15:16,3.3,3.3,0.1,0.183333333,2.1,0.1,0.183333333,0.066666667,0.7,0.166666667
5000182649,5074070380,2,413,1,4/17/2016 21:23,4/17/2016 21:23,4/17/2016 21:30,6.983333333,6.983333333,0.05,0.066666667,5.45,0.05,0.066666667,0.016666667,1.366666667,0
5000003642,5074058307,2,109683,16643,4/17/2016 19:36,4/17/2016 19:36,4/17/2016 19:48,12.58333333,12.58333333,0.866666667,0.4,9.95,0.866666667,0.4,0.583333333,0.983333333,0.3
5000181038,5074056665,2,441,3,4/17/2016 19:17,4/17/2016 19:17,4/17/2016 19:19,2.05,2.05,0.05,0.083333333,1.1,0.05,0.083333333,0.033333333,0.2,0.466666667
5000003940,5073994978,1,28300,154,4/17/2016 9:51,4/17/2016 10:01,4/17/2016 10:04,3.4,13.16666667,9.833333333,0.1,1.633333333,0.066666667,0.1,0.05,1.083333333,0.2
5000002404,5073992397,2,17168,2048,4/17/2016 9:30,4/17/2016 9:30,4/17/2016 9:36,5.966666667,5.966666667,0.166666667,0.466666667,3.533333333,0.166666667,0.466666667,0.066666667,1.2,0.1
5000183110,5074033420,2,688116,5000,4/17/2016 15:48,4/17/2016 16:34,4/17/2016 16:44,10.55,56.56666667,46.65,4.9,4.15,0.633333333,4.9,0.25,0.8,0
5000002835,5073954694,2,300518,28352,4/17/2016 3:47,4/17/2016 3:47,4/17/2016 4:01,13.9,13.9,1.383333333,1.183333333,10.16666667,1.383333333,1.183333333,1.05,0.866666667,0.283333333
5000003942,5074017358,1,11526,46,4/17/2016 13:17,4/17/2016 14:21,4/17/2016 14:25,4,68.2,64.25,0.1,2.616666667,0.05,0.1,0.033333333,0.733333333,0.35
5000002719,5074043761,30,722,36,4/17/2016 17:21,4/17/2016 17:21,4/17/2016 17:23,2.6,2.6,0.05,0.083333333,1.716666667,0.05,0.083333333,0.033333333,0.283333333,0.166666667
5000002923,5073934841,30,536,12,4/17/2016 0:43,4/17/2016 0:43,4/17/2016 0:46,2.366666667,2.366666667,0.066666667,0.083333333,1.35,0.066666667,0.083333333,0.033333333,0.133333333,0.5
5000002828,5073963721,2,74368,8458,4/17/2016 5:10,4/17/2016 5:10,4/17/2016 5:19,9.633333333,9.633333333,1.466666667,1.2,5.216666667,1.466666667,1.2,0.166666667,1.25,-0.016666667
5000182795,5074030610,3,1086143,0,4/17/2016 15:21,4/17/2016 15:21,4/17/2016 15:21,0.583333333,0.583333333,0.05,0.016666667,0.016666667,0.05,0.016666667,0.016666667,0.2,0.1
5000005051,5073956310,2,2409,173,4/17/2016 4:04,4/17/2016 4:04,4/17/2016 4:10,5.85,5.85,0.083333333,0.166666667,4.333333333,0.083333333,0.166666667,0.05,1.133333333,0.033333333
5000002106,5073942847,30,408,1,4/17/2016 2:00,4/17/2016 2:00,4/17/2016 2:03,2.55,2.55,0.05,0.083333333,2.166666667,0.05,0.083333333,0.016666667,0.083333333,0.066666667
5000002959,5074015777,3,3649,100,4/17/2016 13:05,4/17/2016 13:08,4/17/2016 13:10,2.233333333,4.6,2.4,0.016666667,0.033333333,0.033333333,0.016666667,0.033333333,1.733333333,0.066666667
5000001805,5073948309,2,33496,4314,4/17/2016 2:49,4/17/2016 2:49,4/17/2016 2:53,4.016666667,4.016666667,0.333333333,0.283333333,2.35,0.333333333,0.283333333,0.133333333,0.666666667,0.216666667
5000183110,5074033614,3,1084347,0,4/17/2016 15:49,4/17/2016 15:49,4/17/2016 15:50,0.466666667,0.466666667,0.033333333,0.016666667,0.016666667,0.033333333,0.016666667,0.016666667,0.15,0.133333333
5000182795,5074030263,3,2113964,0,4/17/2016 15:17,4/17/2016 15:17,4/17/2016 15:18,0.633333333,0.633333333,0.066666667,0.016666667,0.016666667,0.066666667,0.016666667,0.016666667,0.266666667,0.2
5000002934,5074001981,2,17147,1199,4/17/2016 10:57,4/17/2016 11:00,4/17/2016 11:05,4.45,8.333333333,4,0.25,2.65,0.116666667,0.25,0.166666667,0.966666667,0.416666667
5000002929,5073975198,2,9962,783,4/17/2016 6:56,4/17/2016 6:56,4/17/2016 7:04,8.05,8.05,0.116666667,0.716666667,2.183333333,0.116666667,0.716666667,0.116666667,4.25,0.633333333
5000004434,5073965484,30,41892,6578,4/17/2016 5:27,4/17/2016 5:27,4/17/2016 5:34,6.983333333,6.983333333,0.783333333,0.366666667,5.116666667,0.783333333,0.366666667,0.566666667,0.433333333,0.133333333
5000180250,5073991052,30,44699,5286,4/17/2016 9:15,4/17/2016 9:51,4/17/2016 9:59,8.15,43.58333333,36.06666667,0.233333333,5.516666667,0.633333333,0.233333333,1.733333333,1.516666667,0.05
5000002959,5074038131,3,3649,100,4/17/2016 16:33,4/17/2016 16:34,4/17/2016 16:36,1.4,2.716666667,1.333333333,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.85,0.016666667
5000004249,5074072924,1,3733261,23918,4/17/2016 21:46,4/17/2016 22:35,4/17/2016 22:45,10.4,59.56666667,53.36666667,0.766666667,4.533333333,4.2,0.766666667,0.5,0.716666667,0.066666667
5000004848,5074067444,2,11386,567,4/17/2016 20:58,4/17/2016 20:58,4/17/2016 21:00,1.683333333,1.683333333,0.066666667,0.15,1.083333333,0.066666667,0.15,0.05,0.133333333,0.133333333
5000002814,5074001001,2,1183,54,4/17/2016 10:45,4/17/2016 10:45,4/17/2016 10:49,3.95,3.95,0.083333333,0.083333333,2.45,0.083333333,0.083333333,0.05,0.916666667,0.05
5000180250,5073942890,1,45439,501,4/17/2016 2:01,4/17/2016 2:36,4/17/2016 2:40,3.783333333,38.93333333,35.25,0.516666667,1.5,0.1,0.516666667,0.066666667,1.183333333,0.45
5000004648,5073955763,1,3418,2,4/17/2016 4:00,4/17/2016 4:00,4/17/2016 4:01,1.733333333,1.733333333,0.05,0.066666667,1.083333333,0.05,0.066666667,0.033333333,0.266666667,0.166666667
5000002959,5073930441,3,5866,98,4/17/2016 0:06,4/17/2016 0:11,4/17/2016 0:12,1.533333333,6.416666667,4.916666667,0.016666667,0.016666667,0.033333333,0.016666667,0.016666667,1.183333333,0.016666667
5000181038,5073943626,2,463,3,4/17/2016 2:07,4/17/2016 2:07,4/17/2016 2:10,2.8,2.8,0.05,0.083333333,1.016666667,0.05,0.083333333,0.016666667,1.45,0.166666667
5000002959,5074062112,3,5866,98,4/17/2016 20:08,4/17/2016 20:13,4/17/2016 20:14,1.483333333,6.15,4.7,0.05,0.016666667,0.033333333,0.05,0.016666667,0.95,0.266666667
5000000109,5073978031,1,546043,1278,4/17/2016 7:19,4/17/2016 7:19,4/17/2016 7:23,4.283333333,4.283333333,0.266666667,0.15,2.95,0.266666667,0.15,0.066666667,0.266666667,0.616666667
5000183110,5074033172,3,292314,0,4/17/2016 15:45,4/17/2016 15:45,4/17/2016 15:46,1.016666667,1.016666667,0.033333333,0.016666667,0.016666667,0.033333333,0.016666667,0.016666667,0.516666667,0.066666667
5000182643,5073971995,1,9392,26,4/17/2016 6:27,4/17/2016 6:27,4/17/2016 6:31,4.3,4.3,0.066666667,0.1,3.2,0.066666667,0.1,0.05,0.183333333,0.566666667
5000004188,5073954586,2,588,38,4/17/2016 3:46,4/17/2016 3:51,4/17/2016 3:54,3.05,8.283333333,5.283333333,0.083333333,1.7,0.05,0.083333333,0.033333333,0.2,0.466666667
5000180746,5073984146,1,31211,85,4/17/2016 8:14,4/17/2016 8:14,4/17/2016 8:17,2.733333333,2.733333333,0.05,0.15,1.716666667,0.05,0.15,0.05,0.7,0
5000180242,5074060510,30,2874,296,4/17/2016 19:55,4/17/2016 23:02,4/17/2016 23:06,4.65,191.65,187.0666667,0.116666667,3.616666667,0.066666667,0.116666667,0.216666667,0.466666667,0.016666667
5000004647,5073957860,1,17001,18,4/17/2016 4:15,4/17/2016 4:15,4/17/2016 4:20,4.483333333,4.483333333,0.066666667,0.066666667,2.333333333,0.066666667,0.066666667,0.033333333,0.95,0.666666667
5000002990,5074024166,1,1133,1,4/17/2016 14:21,4/17/2016 14:21,4/17/2016 14:25,4.45,4.45,0.033333333,0.233333333,2.8,0.033333333,0.233333333,0.016666667,1.116666667,0.2
5000002959,5073963035,3,3649,100,4/17/2016 5:05,4/17/2016 5:07,4/17/2016 5:07,0.483333333,1.916666667,1.466666667,0.016666667,0.033333333,0.033333333,0.016666667,0.033333333,0.016666667,0.266666667
5000181924,5073931307,30,488,2,4/17/2016 0:12,4/17/2016 0:12,4/17/2016 0:15,2.233333333,2.233333333,0.05,0.083333333,1.366666667,0.05,0.083333333,0.033333333,0.416666667,0.3
5000008578,5073989244,30,71605,10199,4/17/2016 9:02,4/17/2016 9:02,4/17/2016 9:10,8.9,8.9,1.283333333,1,5.016666667,1.283333333,1,0.833333333,0.9,0.1
5000183066,5073958776,1,5795,10,4/17/2016 4:25,4/17/2016 4:25,4/17/2016 4:29,3.833333333,3.833333333,0.05,0.083333333,2.483333333,0.05,0.083333333,0.033333333,1.05,0.016666667
5000002814,5074027714,2,1378,69,4/17/2016 14:55,4/17/2016 14:55,4/17/2016 14:58,3.25,3.25,0.05,0.083333333,1.75,0.05,0.083333333,0.083333333,0.55,0.466666667
5000004647,5074023663,1,6597,6,4/17/2016 14:16,4/17/2016 14:16,4/17/2016 14:18,2.6,2.6,0.05,0.083333333,1.783333333,0.05,0.083333333,0.033333333,0.35,0.05
5000180244,5074040882,30,393726,49999,4/17/2016 17:00,4/17/2016 20:23,4/17/2016 20:46,23.01666667,226.2166667,209.2333333,2.933333333,13.03333333,6.033333333,2.933333333,2.483333333,0.916666667,0.066666667
5000004647,5074029945,1,37353,44,4/17/2016 15:15,4/17/2016 15:15,4/17/2016 15:17,2.083333333,2.083333333,0.066666667,0.1,1.866666667,0.066666667,0.1,0.033333333,0,0
5000000510,5074079761,2,2400,117,4/17/2016 22:49,4/17/2016 22:49,4/17/2016 22:52,2.583333333,2.583333333,0.05,0.1,1.5,0.05,0.1,0.066666667,0.533333333,0.333333333
5000006451,5073992452,2,153,0,4/17/2016 9:30,4/17/2016 9:30,4/17/2016 9:32,1.733333333,1.733333333,0.033333333,0.016666667,0.033333333,0.033333333,0.016666667,0.033333333,1.216666667,0.15
5000003234,5074053779,2,448,4,4/17/2016 18:54,4/17/2016 18:54,4/17/2016 18:56,2.283333333,2.283333333,0.05,0.083333333,1.083333333,0.05,0.083333333,0.016666667,0.716666667,0
5000181630,5074074805,2,49307,3033,4/17/2016 22:05,4/17/2016 22:05,4/17/2016 22:12,7.05,7.05,0.25,0.216666667,4.483333333,0.25,0.216666667,0.25,1.783333333,0.133333333
5000183392,5073978848,30,113962,11441,4/17/2016 7:29,4/17/2016 7:29,4/17/2016 7:34,5,5,1.066666667,0.633333333,1.883333333,1.066666667,0.633333333,0.25,1.1,0.266666667
5000002991,5073991657,2,21776,4115,4/17/2016 9:21,4/17/2016 9:21,4/17/2016 9:27,5.883333333,5.883333333,0.7,0.233333333,3.566666667,0.7,0.233333333,0.283333333,0.716666667,0.3
5000002933,5074044167,2,408,13,4/17/2016 17:26,4/17/2016 17:26,4/17/2016 17:31,4.75,4.75,0.033333333,0.083333333,3.9,0.033333333,0.083333333,0.033333333,0.583333333,0.083333333
5000002510,5073952800,2,113604,10665,4/17/2016 3:32,4/17/2016 3:32,4/17/2016 3:42,10.01666667,10.01666667,1.066666667,0.916666667,6.05,1.066666667,0.916666667,0.266666667,1.8,-0.016666667
5000002933,5073932809,2,468,26,4/17/2016 0:26,4/17/2016 0:26,4/17/2016 0:29,3.033333333,3.033333333,0.033333333,0.083333333,1.483333333,0.033333333,0.083333333,0.033333333,1.083333333,0.05
5000183528,5073942169,1,1644,16,4/17/2016 1:51,4/17/2016 1:51,4/17/2016 1:52,0.366666667,0.366666667,0.066666667,0.033333333,0.016666667,0.066666667,0.033333333,0.016666667,0.233333333,0
5000006451,5073946116,2,281,6,4/17/2016 2:31,4/17/2016 2:31,4/17/2016 2:34,3.1,3.1,0.033333333,0.083333333,2.083333333,0.033333333,0.083333333,0.016666667,0.683333333,-0.016666667
5000002959,5073972841,3,5866,98,4/17/2016 6:35,4/17/2016 6:39,4/17/2016 6:40,0.816666667,4.633333333,3.85,0.016666667,0.016666667,0.033333333,0.016666667,0.016666667,0.233333333,0.116666667
5000002942,5073971501,30,450,2,4/17/2016 6:21,4/17/2016 6:21,4/17/2016 6:24,3.45,3.45,0.05,0.083333333,2.7,0.05,0.083333333,0.033333333,0.183333333,0.1
5000004648,5074022074,30,817,9,4/17/2016 14:04,4/17/2016 14:07,4/17/2016 14:09,2.05,5.066666667,3.066666667,0.083333333,1.3,0.05,0.083333333,0.033333333,0.383333333,-0.016666667
5000002812,5073941742,1,3493174,3454,4/17/2016 1:46,4/17/2016 4:52,4/17/2016 5:00,8.366666667,193.9833333,187.8833333,0.883333333,4.466666667,2.266666667,0.883333333,0.166666667,0.1,0.183333333
5000003941,5074012560,1,909930,2507,4/17/2016 12:35,4/17/2016 12:40,4/17/2016 12:45,5.35,9.933333333,5.133333333,0.283333333,2.266666667,0.55,0.283333333,0.083333333,1.683333333,0.483333333
5000183528,5073935200,30,411,2,4/17/2016 0:46,4/17/2016 0:47,4/17/2016 0:51,3.533333333,4.75,1.266666667,0.083333333,1.35,0.05,0.083333333,0.033333333,1.483333333,-0.016666667
5000004648,5074027062,1,2354,1,4/17/2016 14:47,4/17/2016 14:55,4/17/2016 14:58,3.116666667,10.85,7.766666667,0.066666667,1.866666667,0.033333333,0.066666667,0.016666667,0.616666667,0.416666667
5000002940,5073997952,2,15333,1524,4/17/2016 10:18,4/17/2016 10:30,4/17/2016 10:35,4.983333333,17.01666667,12.2,0.366666667,3.75,0.166666667,0.366666667,0.1,0.233333333,0.2
